item_key,merchant,web_categories,l1,l2,l3,gender,primary_fop,sub_sport,gmv,apparel_rn,apparel_l1_rn,gender_rn,fop_rn
academy_sports_mens_mens footwear_mens court shoes_nike_nike men's court vision next nature shoes,academy_sports,mens > mens footwear > mens court shoes,Footwear,null,null,Men's,basketball,outdoor_soccer,8630308.0,36,36,137,2
academy_sports_women's_women's shoes + boots_women's athletic + sneakers_women's training shoes_new balance_new balance women's fuelcore nergize training shoes,academy_sports,women's > women's shoes + boots > women's athletic + sneakers > women's training shoes,Footwear,null,null,Women's,basketball,cross_training,8202693.0,39,39,49,3
academy_sports_kids_kids shoes_kids sneakers_girls athletic sneakers_girls lifestyle_adidas_adidas kids'  pre-school  grand court c tennis shoes,academy_sports,kids > kids shoes > kids sneakers > girls athletic sneakers > girls lifestyle,Footwear,null,null,Kids,tennis,cross_training,8180579.0,40,40,32,2
academy_sports_shops_athleisure_mens athleisure_mens lifestyle_new balance_new balance men's 009 retro shoes,academy_sports,shops > athleisure > mens athleisure > mens lifestyle,Footwear,null,null,Men's,tennis,cross_training,8073401.0,41,41,152,3
academy_sports_men's_men's shoes + boots_men's cleats_men's football cleats_speed receiver cleats_adidas_adidas men’s adizero football cleats,academy_sports,men's > men's shoes + boots > men's cleats > men's football cleats > speed receiver cleats,Footwear,null,null,Men's,soccer,outdoor_soccer,7604515.0,47,47,165,1
academy_sports_women's_women's shoes + boots_women's athletic + sneakers_women's lifestyle shoes_nike_nike women's air max sc running shoes,academy_sports,women's > women's shoes + boots > women's athletic + sneakers > women's lifestyle shoes,Footwear,null,null,Women's,training,cross_training,7582155.0,48,48,60,5
academy_sports_shops_online only sale_academy clearance_mens clearance apparel shoes_clearance for mens shoes_puma_puma softride rift slip-on bold men's running shoes,academy_sports,shops > online only sale > academy clearance > mens clearance apparel shoes > clearance for mens shoes,Footwear,null,null,Men's,tennis,cross_training,7392147.0,51,51,172,4
academy_sports_kids_kids sports_kids soccer_boys soccer cleats_rawlings 5150 -3 b,academy_sports,kids > kids sports > kids soccer > boys soccer cleats,Footwear,null,null,Kids,soccer,outdoor_soccer,7129781.0,52,52,38,2
academy_sports_shops_athleisure_mens athleisure_mens lifestyle_nike_nike men's air max excee shoes,academy_sports,shops > athleisure > mens athleisure > mens lifestyle,Footwear,null,null,Men's,tennis,outdoor_soccer,7114690.0,53,53,179,2
academy_sports_brands_adidas_adidas shoes_adidas mens shoes_mens adidas cleats_adidas_adidas adults' goletto viii firm ground cleats,academy_sports,brands > adidas > adidas shoes > adidas mens shoes > mens adidas cleats,Footwear,null,null,Men's,basketball,outdoor_soccer,7076501.0,54,54,181,3
academy_sports_brands_brands s z_tactical performance_tactical performance_tactical performance women's hawk tactical boots,academy_sports,brands > brands s z > tactical performance,Footwear,null,null,Women's,basketball,outdoor_soccer,7075556.0,55,55,70,4
academy_sports_mens_mens footwear_mens athletic sneakers_mens slip ons_adidas_adidas men's lite racer adapt 4.0 slip-on shoes,academy_sports,mens > mens footwear > mens athletic sneakers > mens slip ons,Footwear,null,null,Men's,basketball,cross_training,6651009.0,61,61,190,4
academy_sports_mens_mens footwear_mens casual shoes_crocs_crocs classic adults' tie dye slip-on walking clogs,academy_sports,mens > mens footwear > mens casual shoes,Footwear,null,null,Men's,walking,null,6600722.0,63,63,192,1
academy_sports_men's_men's shoes + boots_men's athletic + sneakers_men's walking shoes_skechers_skechers men's after burn memory fit training shoes,academy_sports,men's > men's shoes + boots > men's athletic + sneakers > men's walking shoes,Footwear,null,null,Men's,training,cross_training,6586476.0,64,64,193,6
academy_sports_kids_kids shoes_kids shop by sport_kids running shoes_boys running shoes_under armour_under armour boys' grade school assert 9 running shoes,academy_sports,kids > kids shoes > kids shop by sport > kids running shoes > boys running shoes,Footwear,null,null,Kids,training,cross_training,6370518.0,66,66,49,7
academy_sports_mens_mens footwear_men sandals_mens slides_under armour_under armour men's ignite vi soccer slides,academy_sports,mens > mens footwear > men sandals > mens slides,Footwear,null,null,Men's,soccer,indoor_soccer,6280230.0,69,69,208,1
academy_sports_shops_workwear clothing boots_work boots_service healthcare shoes_skechers_skechers women's work squad eh service shoes,academy_sports,shops > workwear clothing boots > work boots > service healthcare shoes,Footwear,null,null,Women's,tennis,cross_training,6187934.0,70,70,86,5
academy_sports_womens_womens footwear_womens casual shoes_skechers_skechers women's bobs b cute shoes,academy_sports,womens > womens footwear > womens casual shoes,Footwear,null,null,Women's,walking,null,6032163.0,73,73,92,2
academy_sports_kids_kids shoes_kids sneakers_girls athletic sneakers_girls lifestyle_nike_nike kids' court legacy shoes,academy_sports,kids > kids shoes > kids sneakers > girls athletic sneakers > girls lifestyle,Footwear,null,null,Women's,basketball,cross_training,5976645.0,74,74,93,5
academy_sports_men's_men's shoes + boots_men's athletic + sneakers_men's lifestyle shoes_nike_nike men's court vision mid next nature shoes,academy_sports,men's > men's shoes + boots > men's athletic + sneakers > men's lifestyle shoes,Footwear,null,null,Men's,basketball,outdoor_soccer,5829734.0,76,76,231,5
academy_sports_mens_mens footwear_mens shoes by sport_mens soccer cleats_adidas_adidas men's nemeziz 18.3 firm ground soccer cleats,academy_sports,mens > mens footwear > mens shoes by sport > mens soccer cleats,Footwear,null,null,Men's,soccer,outdoor_soccer,5825939.0,77,77,232,3
academy_sports_kids_kids shoes_youth slip on shoes_nike_nike kids' flex runner 2 gs shoes,academy_sports,kids > kids shoes > youth slip on shoes,Footwear,null,null,Kids,tennis,cross_training,5705163.0,80,80,58,6
academy_sports_sports_basketball_basketball shoes_nike_nike adults’ lebron james witness vi tb basketball shoes,academy_sports,sports > basketball > basketball shoes,Footwear,null,null,Women's,basketball,cross_training,5660800.0,82,82,106,6
academy_sports_men's_men's shoes + boots_men's athletic + sneakers_men's lifestyle shoes_nike_nike men's court royale 2 mid shoes,academy_sports,men's > men's shoes + boots > men's athletic + sneakers > men's lifestyle shoes,Footwear,null,null,Men's,basketball,cross_training,5626708.0,84,84,246,7
academy_sports_footwear_athletic shoes sneakers_running shoes_mens running shoes_nike m torch,academy_sports,footwear > athletic shoes sneakers > running shoes > mens running shoes,Footwear,null,null,Men's,training,cross_training,5538593.0,85,85,252,8
academy_sports_sports_basketball gear & equipment_basketball shoes_adult basketball shoes_nike adult kyrie f,academy_sports,sports > basketball gear & equipment > basketball shoes > adult basketball shoes,Footwear,null,null,Men's,basketball,cross_training,5471253.0,87,87,255,8
academy_sports_men's_men's shoes + boots_men's shoes by sport_men's running shoes_brooks_brooks men's trace 3 running shoes,academy_sports,men's > men's shoes + boots > men's shoes by sport > men's running shoes,Footwear,null,null,Men's,tennis,cross_training,5466378.0,88,88,256,7
academy_sports_brands_nike brand shop_nike footwear_nike mens shoes_mens athletic shoes by nike_nike_nike men's full force shoes,academy_sports,brands > nike brand shop > nike footwear > nike mens shoes > mens athletic shoes by nike,Footwear,null,null,Men's,basketball,outdoor_soccer,5435365.0,89,89,258,6
academy_sports_kids_kids shoes_kids shop by sport_kids running shoes_adidas_adidas kids' lite racer adapt 5.0 training shoes,academy_sports,kids > kids shoes > kids shop by sport > kids running shoes,Footwear,null,null,Kids,training,cross_training,5418760.0,90,90,61,9
academy_sports_men's_men's shoes + boots_men's athletic + sneakers_men's lifestyle shoes_nike_nike men's air max ltd running shoes,academy_sports,men's > men's shoes + boots > men's athletic + sneakers > men's lifestyle shoes,Footwear,null,null,Men's,tennis,cross_training,5353334.0,92,92,265,8
academy_sports_kids_kids shoes_kids shop by sport_kids running shoes_boys running shoes_bcg_bcg kids' intensify running shoes,academy_sports,kids > kids shoes > kids shop by sport > kids running shoes > boys running shoes,Footwear,null,null,Kids,training,cross_training,5301491.0,93,93,65,10
academy_sports_men's_men's shoes + boots_men's cleats_men's football cleats_nike_nike men's vapor edge pro 360 cleats,academy_sports,men's > men's shoes + boots > men's cleats > men's football cleats,Footwear,null,null,Men's,tennis,outdoor_soccer,5258808.0,95,95,268,3
academy_sports_men's_men's shoes + boots_men's athletic + sneakers_men's training shoes_nike_nike men's air max alpha trainer 6 workout shoes,academy_sports,men's > men's shoes + boots > men's athletic + sneakers > men's training shoes,Footwear,null,null,Men's,tennis,cross_training,5210203.0,96,96,270,9
academy_sports_men's_men's shoes + boots_men's cleats_men's football cleats_agility running back cleats_nike_nike men's alpha menace varsity 3 football cleats,academy_sports,men's > men's shoes + boots > men's cleats > men's football cleats > agility running back cleats,Footwear,null,null,Men's,soccer,outdoor_soccer,5183140.0,97,97,272,4
academy_sports_shops_online only sale_academy clearance_mens clearance apparel shoes_clearance for mens shoes_nike_nike men's court legacy shoes,academy_sports,shops > online only sale > academy clearance > mens clearance apparel shoes > clearance for mens shoes,Footwear,null,null,Men's,basketball,outdoor_soccer,5175599.0,99,99,275,7
academy_sports_shops_workwear clothing boots_work boots_service healthcare shoes_skechers_skechers men's nampa groton service shoes,academy_sports,shops > workwear clothing boots > work boots > service healthcare shoes,Footwear,null,null,Men's,tennis,cross_training,5078266.0,101,101,285,10
academy_sports_shoes_high top sneakers_nike_nike men's court vision mid next nature shoes,academy_sports,shoes > high top sneakers,Footwear,null,null,Men's,basketball,cross_training,5051369.0,102,102,288,9
academy_sports_kids_kids shoes_nike_nike toddler kids court borough mid 2 shoes,academy_sports,kids > kids shoes,Footwear,null,null,Kids,basketball,outdoor_soccer,4868331.0,108,108,76,8
academy_sports_kids_kids shoes_kids sneakers_boys athletic sneakers_boys lifestyle_adidas_adidas kids' psgs questar flow nxt shoes,academy_sports,kids > kids shoes > kids sneakers > boys athletic sneakers > boys lifestyle,Footwear,null,null,Kids,soccer,outdoor_soccer,4741342.0,113,113,81,5
academy_sports_footwear_athletic shoes sneakers_running shoes_mens running shoes_asics_asics men's patriot 12 running shoes,academy_sports,footwear > athletic shoes sneakers > running shoes > mens running shoes,Footwear,null,null,Men's,american_football,null,4716630.0,115,115,315,9
academy_sports_brands_skechers_skechers boots_skechers_skechers women’s max cushioning elite sr relaxed fit work shoes,academy_sports,brands > skechers > skechers boots,Footwear,null,null,Men's,walking,null,4610869.0,119,119,323,3
academy_sports_womens_womens footwear_womens athletic sneakers_womens training shoes_nike air max seque,academy_sports,womens > womens footwear > womens athletic sneakers > womens training shoes,Footwear,null,null,Women's,basketball,outdoor_soccer,4554041.0,124,124,143,9
academy_sports_men's_men's shoes + boots_men's casual + outdoor boots_men's work boots + shoes_wolverine_wolverine men's iron rancher smu steel toe boots,academy_sports,men's > men's shoes + boots > men's casual + outdoor boots > men's work boots + shoes,Footwear,null,null,Men's,walking,null,4476175.0,126,126,337,4
academy_sports_brands_brands s z_tactical performance_tactical performance_tactical performance men's hawk steel toe tactical boots,academy_sports,brands > brands s z > tactical performance,Footwear,null,null,Men's,rugby,null,4310777.0,131,131,351,1
academy_sports_kids_kids shoes_kids sneakers_girls athletic sneakers_girls lifestyle_adidas_adidas kids' grade school grand court k shoes,academy_sports,kids > kids shoes > kids sneakers > girls athletic sneakers > girls lifestyle,Footwear,null,null,Women's,basketball,training_other,4283476.0,132,132,160,2
academy_sports_kids_kids sports_kids soccer_boys soccer cleats_nike_nike jr. tiempo legend 8 club mg soccer cleats,academy_sports,kids > kids sports > kids soccer > boys soccer cleats,Footwear,null,null,Kids,soccer,outdoor_soccer,4277341.0,133,133,94,6
academy_sports_men's_men's shoes + boots_men's cleats_men's football cleats_under armour_under armour men's spotlight lux mc 2.0 football cleats,academy_sports,men's > men's shoes + boots > men's cleats > men's football cleats,Footwear,null,null,Men's,soccer,outdoor_soccer,4256881.0,135,135,359,7
academy_sports_women's_women's shoes + boots_women's athletic + sneakers_women's lifestyle shoes_nike_nike women's court legacy next nature shoes,academy_sports,women's > women's shoes + boots > women's athletic + sneakers > women's lifestyle shoes,Footwear,null,null,Women's,basketball,outdoor_soccer,4205845.0,138,138,164,10
academy_sports_shops_online only sale_academy clearance_mens clearance apparel shoes_clearance for mens shoes_nike_nike men's vapor edge pro 360 2 football cleats,academy_sports,shops > online only sale > academy clearance > mens clearance apparel shoes > clearance for mens shoes,Footwear,null,null,Men's,soccer,outdoor_soccer,4000749.0,147,147,392,8
academy_sports_kids_kids shoes_kids sneakers_boys athletic sneakers_boys lifestyle_nike_nike boys'  pre-school  court borough low 2 shoes,academy_sports,kids > kids shoes > kids sneakers > boys athletic sneakers > boys lifestyle,Footwear,null,null,Kids,tennis,outdoor_soccer,3976034.0,148,148,102,4
academy_sports_men's_men's shoes + boots_men's shoes by sport_men's running shoes_adidas_adidas men's kaptir 3.0 shoes,academy_sports,men's > men's shoes + boots > men's shoes by sport > men's running shoes,Footwear,null,null,Men's,field_hockey,null,3833744.0,155,155,413,4
academy_sports_men's_men's shoes + boots_men's cleats_men's football cleats_nike_nike men's force savage shark 2 football cleats,academy_sports,men's > men's shoes + boots > men's cleats > men's football cleats,Footwear,null,null,Men's,soccer,outdoor_soccer,3827493.0,157,157,417,9
academy_sports_shops_cyber monday_mens footwear_mens clogs mules_crocs_crocs men's classic realtree edge fuzz-lined clogs,academy_sports,shops > cyber monday > mens footwear > mens clogs mules,Footwear,null,null,Men's,sportswear,sportswear_other,3764046.0,160,160,428,3
academy_sports_men's_men's shoes + boots_men's shoes by sport_men's running shoes_asics_asics men's gel venture 7 trail running shoes,academy_sports,men's > men's shoes + boots > men's shoes by sport > men's running shoes,Footwear,null,null,Men's,running,trail_running,3589424.0,167,167,451,1
academy_sports_men's_men's shoes + boots_men's cleats_men's baseball cleats_under armour_under armour men's leadoff low rm baseball cleats,academy_sports,men's > men's shoes + boots > men's cleats > men's baseball cleats,Footwear,null,null,Men's,baseball,cross_training,3573609.0,168,168,454,1
academy_sports_men's_men's shoes + boots_men's athletic + sneakers_men's walking shoes_skechers_skechers men's vigor 3.0 arbiter goodyear shoes,academy_sports,men's > men's shoes + boots > men's athletic + sneakers > men's walking shoes,Footwear,null,null,Men's,basketball,cross_training,3541663.0,169,169,460,10
academy_sports_men's_men's shoes + boots_men's casual + outdoor boots_men's casual boots_timberland_timberland men's davis square fabric and leather chukka boots,academy_sports,men's > men's shoes + boots > men's casual + outdoor boots > men's casual boots,Footwear,null,null,Men's,walking,null,3520603.0,171,171,464,5
